OBJECTID,VACCINATION_DATE,County,FirstDoseDaily,FirstDoseCumulative,SecondDoseDaily,SecondDoseCumulative,SingleDoseDaily,SingleDoseCumulative
1625,2021/04/01 15:00:00+00,Kent                                              ,29,7008,20,4333,16,165
1626,2021/04/02 15:00:00+00,Kent                                              ,41,7049,20,4353,1,166
1627,2020/12/14 15:00:00+00,Montgomery                                        ,1,1,,0,,0
1628,2020/12/15 15:00:00+00,Montgomery                                        ,3,4,,0,,0
1629,2020/12/16 15:00:00+00,Montgomery                                        ,24,28,,0,,0
1630,2020/12/17 15:00:00+00,Montgomery                                        ,65,93,,0,,0
1631,2020/12/18 15:00:00+00,Montgomery                                        ,312,405,1,1,,0
1632,2020/12/19 15:00:00+00,Montgomery                                        ,146,551,,1,,0
1633,2020/12/20 15:00:00+00,Montgomery                                        ,82,633,,1,,0
1634,2020/12/21 15:00:00+00,Montgomery                                        ,450,1083,,1,,0
1635,2020/12/22 15:00:00+00,Montgomery                                        ,1024,2107,,1,,0
1636,2020/12/23 15:00:00+00,Montgomery                                        ,651,2758,1,2,,0
1637,2020/12/24 15:00:00+00,Montgomery                                        ,243,3001,,2,,0
1638,2020/12/25 15:00:00+00,Montgomery                                        ,230,3231,,2,,0
1639,2020/12/26 15:00:00+00,Montgomery                                        ,119,3350,,2,,0
1640,2020/12/27 15:00:00+00,Montgomery                                        ,178,3528,1,3,,0
1641,2020/12/28 15:00:00+00,Montgomery                                        ,586,4114,1,4,,0
1642,2020/12/29 15:00:00+00,Montgomery                                        ,990,5104,,4,,0
1643,2020/12/30 15:00:00+00,Montgomery                                        ,1758,6862,1,5,,0
1644,2020/12/31 15:00:00+00,Montgomery                                        ,1346,8208,1,6,,0
1645,2021/01/01 15:00:00+00,Montgomery                                        ,268,8476,2,8,,0
1646,2021/01/02 15:00:00+00,Montgomery                                        ,381,8857,,8,,0
1647,2021/01/03 15:00:00+00,Montgomery                                        ,382,9239,8,16,,0
1648,2021/01/04 15:00:00+00,Montgomery                                        ,2519,11758,19,35,,0
1649,2021/01/05 15:00:00+00,Montgomery                                        ,1142,12900,91,126,,0
1650,2021/01/06 15:00:00+00,Montgomery                                        ,1951,14851,37,163,,0
1651,2021/01/07 15:00:00+00,Montgomery                                        ,2648,17499,258,421,,0
1652,2021/01/08 15:00:00+00,Montgomery                                        ,2758,20257,241,662,,0
1653,2021/01/09 15:00:00+00,Montgomery                                        ,717,20974,122,784,,0
1654,2021/01/10 15:00:00+00,Montgomery                                        ,591,21565,111,895,,0
1655,2021/01/11 15:00:00+00,Montgomery                                        ,1701,23266,434,1329,,0
1656,2021/01/12 15:00:00+00,Montgomery                                        ,2493,25759,895,2224,,0
1657,2021/01/13 15:00:00+00,Montgomery                                        ,2289,28048,408,2632,,0
1658,2021/01/14 15:00:00+00,Montgomery                                        ,2279,30327,160,2792,,0
1659,2021/01/15 15:00:00+00,Montgomery                                        ,2577,32904,258,3050,,0
1660,2021/01/16 15:00:00+00,Montgomery                                        ,393,33297,47,3097,,0
1661,2021/01/17 15:00:00+00,Montgomery                                        ,282,33579,62,3159,,0
1662,2021/01/18 15:00:00+00,Montgomery                                        ,403,33982,561,3720,,0
1663,2021/01/19 15:00:00+00,Montgomery                                        ,2593,36575,430,4150,,0
1664,2021/01/20 15:00:00+00,Montgomery                                        ,3403,39978,490,4640,,0
1665,2021/01/21 15:00:00+00,Montgomery                                        ,3426,43404,200,4840,,0
1666,2021/01/22 15:00:00+00,Montgomery                                        ,4977,48381,605,5445,,0
1667,2021/01/23 15:00:00+00,Montgomery                                        ,1867,50248,348,5793,,0
1668,2021/01/24 15:00:00+00,Montgomery                                        ,704,50952,144,5937,,0
1669,2021/01/25 15:00:00+00,Montgomery                                        ,2567,53519,921,6858,,0
1670,2021/01/26 15:00:00+00,Montgomery                                        ,3437,56956,556,7414,,0
1671,2021/01/27 15:00:00+00,Montgomery                                        ,3416,60372,1711,9125,,0
1672,2021/01/28 15:00:00+00,Montgomery                                        ,3810,64182,1382,10507,,0
1673,2021/01/29 15:00:00+00,Montgomery                                        ,4397,68579,784,11291,,0
1674,2021/01/30 15:00:00+00,Montgomery                                        ,2706,71285,230,11521,,0
1675,2021/01/31 15:00:00+00,Montgomery                                        ,1052,72337,134,11655,,0
1676,2021/02/01 15:00:00+00,Montgomery                                        ,1044,73381,393,12048,,0
1677,2021/02/02 15:00:00+00,Montgomery                                        ,3030,76411,1944,13992,,0
1678,2021/02/03 15:00:00+00,Montgomery                                        ,3096,79507,1506,15498,,0
1679,2021/02/04 15:00:00+00,Montgomery                                        ,3831,83338,2095,17593,,0
1680,2021/02/05 15:00:00+00,Montgomery                                        ,4127,87465,2572,20165,,0
1681,2021/02/06 15:00:00+00,Montgomery                                        ,1994,89459,266,20431,,0
1682,2021/02/07 15:00:00+00,Montgomery                                        ,1071,90530,144,20575,,0
1683,2021/02/08 15:00:00+00,Montgomery                                        ,2743,93273,2215,22790,,0
1684,2021/02/09 15:00:00+00,Montgomery                                        ,3564,96837,2608,25398,,0
1685,2021/02/10 15:00:00+00,Montgomery                                        ,3129,99966,3974,29372,,0
1686,2021/02/11 15:00:00+00,Montgomery                                        ,4918,104884,3512,32884,,0
1687,2021/02/12 15:00:00+00,Montgomery                                        ,4503,109387,3717,36601,,0
1688,2021/02/13 15:00:00+00,Montgomery                                        ,1839,111226,601,37202,,0
1689,2021/02/14 15:00:00+00,Montgomery                                        ,1905,113131,300,37502,,0
1690,2021/02/15 15:00:00+00,Montgomery                                        ,2090,115221,1865,39367,,0
1691,2021/02/16 15:00:00+00,Montgomery                                        ,3730,118951,2633,42000,,0
1692,2021/02/17 15:00:00+00,Montgomery                                        ,4304,123255,3681,45681,,0
1693,2021/02/18 15:00:00+00,Montgomery                                        ,690,123945,556,46237,,0
1694,2021/02/19 15:00:00+00,Montgomery                                        ,2973,126918,3461,49698,,0
1695,2021/02/20 15:00:00+00,Montgomery                                        ,2568,129486,2552,52250,,0
1696,2021/02/21 15:00:00+00,Montgomery                                        ,2561,132047,2002,54252,,0
1697,2021/02/22 15:00:00+00,Montgomery                                        ,1935,133982,2728,56980,,0
1698,2021/02/23 15:00:00+00,Montgomery                                        ,2603,136585,2747,59727,,0
1699,2021/02/24 15:00:00+00,Montgomery                                        ,3519,140104,4682,64409,,0
1700,2021/02/25 15:00:00+00,Montgomery                                        ,4297,144401,4643,69052,,0
1701,2021/02/26 15:00:00+00,Montgomery                                        ,4693,149094,4765,73817,,0
1702,2021/02/27 15:00:00+00,Montgomery                                        ,3353,152447,2324,76141,,0
1703,2021/02/28 15:00:00+00,Montgomery                                        ,3397,155844,1355,77496,,0
1704,2021/03/01 15:00:00+00,Montgomery                                        ,5378,161222,2703,80199,,0
1705,2021/03/02 15:00:00+00,Montgomery                                        ,4531,165753,2215,82414,,0
1706,2021/03/03 15:00:00+00,Montgomery                                        ,4611,170364,3433,85847,3,3
1707,2021/03/04 15:00:00+00,Montgomery                                        ,5867,176231,2051,87898,322,325
1708,2021/03/05 15:00:00+00,Montgomery                                        ,5186,181417,2751,90649,563,888
1709,2021/03/06 15:00:00+00,Montgomery                                        ,3308,184725,929,91578,1686,2574
1710,2021/03/07 15:00:00+00,Montgomery                                        ,3025,187750,1450,93028,1199,3773
1711,2021/03/08 15:00:00+00,Montgomery                                        ,5801,193551,1751,94779,1350,5123
1712,2021/03/09 15:00:00+00,Montgomery                                        ,5485,199036,2134,96913,1639,6762
1713,2021/03/10 15:00:00+00,Montgomery                                        ,4334,203370,2731,99644,1783,8545
1714,2021/03/11 15:00:00+00,Montgomery                                        ,4415,207785,3529,103173,520,9065
1715,2021/03/12 15:00:00+00,Montgomery                                        ,5896,213681,3976,107149,348,9413
1716,2021/03/13 15:00:00+00,Montgomery                                        ,4090,217771,2238,109387,267,9680
1717,2021/03/14 15:00:00+00,Montgomery                                        ,4350,222121,1520,110907,88,9768
1718,2021/03/15 15:00:00+00,Montgomery                                        ,5751,227872,1890,112797,169,9937
